"titel";"titel_key";"online_tijdsaspect";"categorie";"externe_id";"datum";"adres";"postcode";"omschrijving";"locatie";"website";"plaats";"textafbeelding";"email";"telefoonnummer";"custom_color";"custom_icon";"custom_extra_title";"iconen_id";"date_created";"date_modified";"datum_eind";"type";"instelling";"straat";"huisnummer";"postcode_2";"plaats_2";"telefoonnummer_2";"fax";"internet";"e-mail"
"Praktijk Hulp bij Hersenletsel";"praktijk_hulp_bij_hersenletsel";"1";"281";"";"0000-00-00 00:00:00";"De Lairessestraat 130";"1075HL";"";"POINT(4.86943019167427 52.3530743178205)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:42";"2016-04-29 13:12:42";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Praktijk Hulp bij Hersenletsel";"De Lairessestraat";"130";"1075HL";"Amsterdam";"0343 442 416";"";"http://www.hulpbijhersenletsel.nl";"info@hulpbijhersenletsel.nl"
"Professor Waterinkschool";"professor_waterinkschool_4";"1";"281";"";"0000-00-00 00:00:00";"Albardagracht 1";"1063NN";"";"POINT(4.81300375375076 52.3806221994488)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:42";"2016-04-29 13:12:42";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Professor Waterinkschool";"Albardagracht";"1";"1063NN";"Amsterdam";"020 679 8627";"020 676 1951";"http://www.professor-waterinkschool.nl";"info@professor-waterinkschool.nl"
"Professor Waterinkschool";"professor_waterinkschool_5";"1";"281";"";"0000-00-00 00:00:00";"Amsteldijk 196";"1079LK";"";"POINT(4.91295218814865 52.3418378279181)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:42";"2016-04-29 13:12:42";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Professor Waterinkschool";"Amsteldijk";"196";"1079LK";"Amsterdam";"020 679 8627";"020 676 1951";"http://www.professor-waterinkschool.nl";"info@professor-waterinkschool.nl"
"Professor Waterinkschool";"professor_waterinkschool_6";"1";"281";"";"0000-00-00 00:00:00";"Kopjachtplein 19";"1034JG";"";"POINT(4.91639211606692 52.4057877368526)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:42";"2016-04-29 13:12:42";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Professor Waterinkschool";"Kopjachtplein";"19";"1034JG";"Amsterdam";"020 679 8627";"020 676 1951";"http://www.professor-waterinkschool.nl";"info@professor-waterinkschool.nl"
"PuntP Preventie";"puntp_preventie";"1";"281";"";"0000-00-00 00:00:00";"Frederik Hendrikstraat 47";"1052HK";"";"POINT(4.87410843485594 52.3762740572974)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:42";"2016-04-29 13:12:42";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"PuntP Preventie";"Frederik Hendrikstraat";"47";"1052HK";"Amsterdam";"020 590 1330";"020 590 1338";"http://www.puntp.nl/preventie";"preventie@puntp.nl"
"Raphaëlstichting";"raphaelstichting";"1";"281";"";"0000-00-00 00:00:00";"Van der Helstplein 6";"1072PH";"";"POINT(4.89447199549131 52.3516443040276)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:42";"2016-04-29 13:12:42";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Raphaëlstichting";"Van der Helstplein";"6";"1072PH";"Amsterdam";"020 670 3458";"";"http://www.iambe.nl";"info@iambe.nl"
"Raphaëlstichting";"raphaelstichting_1";"1";"281";"";"0000-00-00 00:00:00";"Van Ostadestraat 384";"1074XA";"";"POINT(4.90311982034054 52.3540797130959)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:42";"2016-04-29 13:12:42";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Raphaëlstichting";"Van Ostadestraat";"384";"1074XA";"Amsterdam";"020 664 4227";"";"http://www.iambe.nl";"info@iambe.nl"
"Rappórt Amsterdam Zuid";"rapport_amsterdam_zuid";"1";"281";"";"0000-00-00 00:00:00";"Postbus 69173";"1060CG";"";"POINT(-60.6485103 -32.9934625)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Rappórt Amsterdam Zuid";"Postbus";"69173";"1060CG";"Amsterdam";"06 3423 8882";"";"http://www.rapportbi.nl";"r.vandermeulen@rapportbi.nl"
"Reade, centrum voor reumatologie en revalidatie";"reade_centrum_voor_reumatologie_en_revalidatie_4";"1";"281";"";"0000-00-00 00:00:00";"Dr. Jan van Breemenstraat 2";"1056AB";"";"POINT(4.84440831816034 52.3707400053483)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Reade, centrum voor reumatologie en revalidatie";"Dr. Jan van Breemenstraat";"2";"1056AB";"Amsterdam";"020 607 1607";"";"http://www.reade.nl";"info@reade.nl"
"Reade, centrum voor reumatologie en revalidatie";"reade_centrum_voor_reumatologie_en_revalidatie_5";"1";"281";"";"0000-00-00 00:00:00";"Overtoom 283";"1054HW";"";"POINT(4.86684928835166 52.3603790314609)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Reade, centrum voor reumatologie en revalidatie";"Overtoom";"283";"1054HW";"Amsterdam";"020 607 1607";"";"http://www.reade.nl";"info@reade.nl"
"ROC op Maat";"roc_op_maat";"1";"281";"";"0000-00-00 00:00:00";"Bijlmerdreef 1289";"1103TV";"";"POINT(4.97565723908227 52.3226813778957)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"ROC op Maat";"Bijlmerdreef";"1289";"1103TV";"Amsterdam";"020 579 7171";"";"";""
"ROC op Maat";"roc_op_maat_1";"1";"281";"";"0000-00-00 00:00:00";"Erik de Roodestraat 18";"1056AM";"";"POINT(4.84477189899747 52.3734290058461)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"ROC op Maat";"Erik de Roodestraat";"18";"1056AM";"Amsterdam";"020 579 7171";"";"";""
"ROC op Maat";"roc_op_maat_2";"1";"281";"";"0000-00-00 00:00:00";"Fraijlemaborg 135";"1102CV";"";"POINT(4.94863048625281 52.3161220753805)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"ROC op Maat";"Fraijlemaborg";"135";"1102CV";"Amsterdam";"020 579 7171";"";"";""
"Ronald McDonaldhuis";"ronald_mcdonaldhuis_3";"1";"281";"";"0000-00-00 00:00:00";"Amstelveenseweg 627";"1081JD";"";"POINT(4.85771314855976 52.3324943843661)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Ronald McDonaldhuis";"Amstelveenseweg";"627";"1081JD";"Amsterdam";"020 333 1234";"";"http://www.kinderfonds.nl";"amc@ronaldmcdonaldhuis.nl"
"Ronald McDonaldhuis";"ronald_mcdonaldhuis_4";"1";"281";"";"0000-00-00 00:00:00";"Beemsterstraat 652";"1024BZ";"";"POINT(4.94493976091913 52.3892683404918)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Ronald McDonaldhuis";"Beemsterstraat";"652";"1024BZ";"Amsterdam";"020 333 1234";"";"http://www.kinderfonds.nl";"amc@ronaldmcdonaldhuis.nl"
"Ronald McDonaldhuis";"ronald_mcdonaldhuis_5";"1";"281";"";"0000-00-00 00:00:00";"Meibergdreef 11";"1105AZ";"";"POINT(4.95949137552432 52.2954539693304)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Ronald McDonaldhuis";"Meibergdreef";"11";"1105AZ";"Amsterdam";"020 333 1234";"";"http://www.kinderfonds.nl";"amc@ronaldmcdonaldhuis.nl"
"'s Heeren Loo Kwadrant";"s_heeren_loo_kwadrant";"1";"281";"";"0000-00-00 00:00:00";"Beverwijkstraat 3";"1024VR";"";"POINT(4.9554494917273 52.3936400584394)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:43";"2016-04-29 13:12:43";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"'s Heeren Loo Kwadrant";"Beverwijkstraat";"3";"1024VR";"Amsterdam";"020 618 5033";"020 683 7947";"http://www.sheerenloo.nl";"ZorgloketAmsterdamAlmere@sheerenloo.nl"
"'s Heeren Loo Kwadrant";"s_heeren_loo_kwadrant_2";"1";"281";"";"0000-00-00 00:00:00";"Roemer Visscherstraat 5";"1054EV";"";"POINT(4.87831507228949 52.3616242442979)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:44";"2016-04-29 13:12:44";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"'s Heeren Loo Kwadrant";"Roemer Visscherstraat";"5";"1054EV";"Amsterdam";"020 618 5033";"020 683 7947";"http://www.sheerenloo.nl";"ZorgloketAmsterdamAlmere@sheerenloo.nl"
"'s Heeren Loo Kwadrant";"s_heeren_loo_kwadrant_3";"1";"281";"";"0000-00-00 00:00:00";"Valckenierstraat 2";"1018XG";"";"POINT(4.90851275987104 52.3616872859729)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:44";"2016-04-29 13:12:44";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"'s Heeren Loo Kwadrant";"Valckenierstraat";"2";"1018XG";"Amsterdam";"020 618 5033";"020 683 7947";"http://www.sheerenloo.nl";"ZorgloketAmsterdamAlmere@sheerenloo.nl"
"SBT Kliniek Bijzondere Tandheelkunde";"sbt_kliniek_bijzondere_tandheelkunde";"1";"281";"";"0000-00-00 00:00:00";"GustavMahlerlaan 3004";"1081LA";"";"POINT(4.86133764760186 52.33615060552)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:44";"2016-04-29 13:12:44";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"SBT Kliniek Bijzondere Tandheelkunde";"GustavMahlerlaan";"3004";"1081LA";"Amsterdam";"020 598 0450";"";"http://www.sbt.nl";"info@sbt.nl"
"Sensa Zorg";"sensa_zorg_16";"1";"281";"";"0000-00-00 00:00:00";"Baden Powellweg 305B";"1069LH";"";"POINT(4.79520023187911 52.3489154962286)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:44";"2016-04-29 13:12:44";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Sensa Zorg";"Baden Powellweg";"305B";"1069LH";"Amsterdam";"085 273 3263";"023 737 0331";"http://www.sensazorg.nl";"info@sensazorg.nl"
"Soa Aids Nederland";"soa_aids_nederland";"1";"281";"";"0000-00-00 00:00:00";"Keizersgracht 392";"1016GB";"";"POINT(4.884161457213 52.3690910696194)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:44";"2016-04-29 13:12:44";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Soa Aids Nederland";"Keizersgracht";"392";"1016GB";"Amsterdam";"0900 204 2040";"020 627 5221";"http://www.soaaids.nl";"info@soaaids.nl"
"Stichting ABC";"stichting_abc_1";"1";"281";"";"0000-00-00 00:00:00";"Baarsjesweg 224";"1058AA";"";"POINT(4.85828389454875 52.3634058940364)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:44";"2016-04-29 13:12:44";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting ABC";"Baarsjesweg";"224";"1058AA";"Amsterdam";"020 799 0010";"";"http://www.hetabc.nl";"info@hetabc.nl"
"Stichting CAV";"stichting_cav";"1";"281";"";"0000-00-00 00:00:00";"Overschiestraat 59A";"1062XD";"";"POINT(4.83986032376237 52.3466138757657)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:44";"2016-04-29 13:12:44";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting CAV";"Overschiestraat";"59A";"1062XD";"Amsterdam";"088 822 8228";"";"http://www.stichting-cav.nl";"info@stichting-cav.nl"
"Stichting Cliniclowns Nederland";"stichting_cliniclowns_nederland";"1";"281";"";"0000-00-00 00:00:00";"POSTBUS 1565";"3800BN";"";"POINT(19.4510149 -33.625529)";"";"AMERSFOORT";"";"";"";"";"";"";"0";"2016-04-29 13:12:44";"2016-04-29 13:12:44";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Cliniclowns Nederland";"POSTBUS";"1565";"3800BN";"AMERSFOORT";"033 330 2988";"";"http://www.cliniclowns.nl";"info@cliniclowns.nl"
"Stichting De Waterheuvel";"stichting_de_waterheuvel";"1";"281";"";"0000-00-00 00:00:00";"Sarphatistraat 41";"1018EW";"";"POINT(4.90584916351281 52.3609215172259)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:44";"2016-04-29 13:12:44";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting De Waterheuvel";"Sarphatistraat";"41";"1018EW";"Amsterdam";"020 626 4642";"";"http://www.waterheuvel.nl";"info@waterheuvel.nl"
"Stichting Doorzettingsvermogen Wilskracht Resultaat Plezier (DWRP)";"stichting_doorzettingsvermogen_wilskracht_resultaat_plezier_dwrp";"1";"281";"";"0000-00-00 00:00:00";"Postbus 71214";"1008BE";"";"POINT(-60.6476058 -32.9934524)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:45";"2016-04-29 13:12:45";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Doorzettingsvermogen Wilskracht Resultaat Plezier (DWRP)";"Postbus";"71214";"1008BE";"Amsterdam";"020 646 2582";"020 646 5079";"http://www.dwrp.nl";"info@dwrp.nl"
"Stichting Gemengd Platform van Bewoners";"stichting_gemengd_platform_van_bewoners";"1";"281";"";"0000-00-00 00:00:00";"Hoofdweg 215";"1057CT";"";"POINT(4.85256654118916 52.3663641444277)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:45";"2016-04-29 13:12:45";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Gemengd Platform van Bewoners";"Hoofdweg";"215";"1057CT";"Amsterdam";"06 2227 2412";"";"http://www.stgpb.org";"st.gpb@chello.nl"
"Stichting Kruispost";"stichting_kruispost_2";"1";"281";"";"0000-00-00 00:00:00";"Oudezijds Voorburgwal 129";"1012EP";"";"POINT(4.89736002794718 52.3727812920455)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:45";"2016-04-29 13:12:45";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Kruispost";"Oudezijds Voorburgwal";"129";"1012EP";"Amsterdam";"020 624 9031";"020 428 8330";"http://www.kruispost.nl";"kruispost@oudezijds100.nl"
"Stichting Nieuwe Werkvormen Amsterdam";"stichting_nieuwe_werkvormen_amsterdam";"1";"281";"";"0000-00-00 00:00:00";"Derde Schinkelstraat 9";"1075TJ";"";"POINT(4.85522384403384 52.3529124566176)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:45";"2016-04-29 13:12:45";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Nieuwe Werkvormen Amsterdam";"Derde Schinkelstraat";"9";"1075TJ";"Amsterdam";"020 665 5801";"020 692 9696";"http://www.snwa.nl";"info@snwa.nl"
"Stichting Onderwijs aan Zieke Kinderen Amsterdam";"stichting_onderwijs_aan_zieke_kinderen_amsterdam";"1";"281";"";"0000-00-00 00:00:00";"Grote Kerkstraat 35";"1135BC";"";"POINT(5.04836991218723 52.5143106788943)";"";"Edam";"";"";"";"";"";"";"0";"2016-04-29 13:12:45";"2016-04-29 13:12:45";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Onderwijs aan Zieke Kinderen Amsterdam";"Grote Kerkstraat";"35";"1135BC";"Edam";"0299 374 242";"0299 374 242";"http://www.huisonderwijsamsterdam.nl";"j.taams@quicknet.nl"
"Stichting Opvangcentra De Elandsstraat";"stichting_opvangcentra_de_elandsstraat_1";"1";"281";"";"0000-00-00 00:00:00";"Elandsstraat 84";"1016SG";"";"POINT(4.88034306850768 52.3704409184671)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:45";"2016-04-29 13:12:45";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Opvangcentra De Elandsstraat";"Elandsstraat";"84";"1016SG";"Amsterdam";"020 623 4757";"";"http://www.elandsstraat.nl";"info@elandsstraat.nl"
"Stichting Orion : Openbaar Speciaal Onderwijs Amsterdam";"stichting_orion_openbaar_speciaal_onderwijs_amsterdam";"1";"281";"";"0000-00-00 00:00:00";"Zekeringstraat 45";"1014BP";"";"POINT(4.8487728063447 52.3958626267116)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:45";"2016-04-29 13:12:45";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Orion : Openbaar Speciaal Onderwijs Amsterdam";"Zekeringstraat";"45";"1014BP";"Amsterdam";"020 346 0340";"";"http://www.orion.nl";"info@orion.nl"
"Stichting Prisma";"stichting_prisma";"1";"281";"";"0000-00-00 00:00:00";"Zwanenburgwal 260";"1011JH";"";"POINT(4.89832863468851 52.3679550481962)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:46";"2016-04-29 13:12:46";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Prisma";"Zwanenburgwal";"260";"1011JH";"Amsterdam";"020 886 6260";"";"http://www.stichtingprisma.nl";"info@stichtingprisma.nl"
"Stichting Spreekbuis";"stichting_spreekbuis";"1";"281";"";"0000-00-00 00:00:00";"Tweede Oosterparkstraat 72";"1091JG";"";"POINT(4.91549606200291 52.3566102914183)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:46";"2016-04-29 13:12:46";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Spreekbuis";"Tweede Oosterparkstraat";"72";"1091JG";"Amsterdam";"020 665 4595";"";"";""
"Stichting Stoelenproject";"stichting_stoelenproject_1";"1";"281";"";"0000-00-00 00:00:00";"Marnixstraat 248";"1016TL";"";"POINT(4.87672205863238 52.3699310371543)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:46";"2016-04-29 13:12:46";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Stoelenproject";"Marnixstraat";"248";"1016TL";"Amsterdam";"020 494 5727";"020 494 5722";"http://www.stoelenproject.nl";"info@stoelenproject.nl"
"Stichting Streetcornerwork Amsterdam";"stichting_streetcornerwork_amsterdam_2";"1";"281";"";"0000-00-00 00:00:00";"Herengracht 352";"1016CG";"";"POINT(4.88639513387154 52.3689297721381)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:46";"2016-04-29 13:12:46";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Streetcornerwork Amsterdam";"Herengracht";"352";"1016CG";"Amsterdam";"020 623 9767";"";"http://www.streetcornerwork.eu";"info@streetcornerwork.eu"
"Stichting Volksbond Amsterdam";"stichting_volksbond_amsterdam_1";"1";"281";"";"0000-00-00 00:00:00";"Postbus 94295";"1090GG";"";"POINT(-60.649071 -32.9934688)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:46";"2016-04-29 13:12:46";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Volksbond Amsterdam";"Postbus";"94295";"1090GG";"Amsterdam";"06 1022 2101";"";"http://www.volksbond.nl";"info@volksbond.nl"
"Stichting Welzijn Doven Amsterdam (SWDA) - Dovenontmoetingscentrum";"stichting_welzijn_doven_amsterdam_swda_dovenontmoetingscentrum";"1";"281";"";"0000-00-00 00:00:00";"Stadhouderskade 89";"1073AV";"";"POINT(4.89531572029783 52.357624660428)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:46";"2016-04-29 13:12:46";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Stichting Welzijn Doven Amsterdam (SWDA) - Dovenontmoetingscentrum";"Stadhouderskade";"89";"1073AV";"Amsterdam";"020 305 7005";"";"http://www.doof.amsterdam/";"info@swda.nl"
"Textiel-weefatelier de Draad";"textiel_weefatelier_de_draad";"1";"281";"";"0000-00-00 00:00:00";"Gedempt Hamerkanaal 27";"1021KL";"";"POINT(4.92680556604746 52.3856850626281)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:46";"2016-04-29 13:12:46";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Textiel-weefatelier de Draad";"Gedempt Hamerkanaal";"27";"1021KL";"Amsterdam";"020 494 2142";"";"http://www.cordaan.nl";""
"Textiel-weefatelier de Draad";"textiel_weefatelier_de_draad_1";"1";"281";"";"0000-00-00 00:00:00";"Gerrie Knetemannlaan 160";"1061MC";"";"POINT(4.84142042852297 52.3737012122622)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:46";"2016-04-29 13:12:46";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Textiel-weefatelier de Draad";"Gerrie Knetemannlaan";"160";"1061MC";"Amsterdam";"020 494 2142";"";"http://www.cordaan.nl";""
"Unal Zorg, begeleiding gehandicapte migranten";"unal_zorg_begeleiding_gehandicapte_migranten_8";"1";"281";"";"0000-00-00 00:00:00";"Burgemeester R&#246;ellstraat 70";"1064BP";"";"POINT(4.81846546294129 52.3761906356092)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Unal Zorg, begeleiding gehandicapte migranten";"Burgemeester R&#246;ellstraat";"70";"1064BP";"Amsterdam";"020 447 0518";"020 447 0519";"http://www.unalzorg.nl";"info@unalzorg.nl"
"Vangnet MGGZ (GGD)";"vangnet_mggz_ggd_1";"1";"281";"";"0000-00-00 00:00:00";"Nieuwe Achtergracht 100";"1018WT";"";"POINT(4.90900287705508 52.3625251245642)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Vangnet MGGZ (GGD)";"Nieuwe Achtergracht";"100";"1018WT";"Amsterdam";"020 555 5462";"";"http://www.ggd.amsterdam.nl";"vangnet@ggd.amsterdam.nl"
"Vereniging Cliëntenbelang Amsterdam";"vereniging_clientenbelang_amsterdam";"1";"281";"";"0000-00-00 00:00:00";"Plantage Middenlaan 14";"1018DD";"";"POINT(4.91024915491474 52.366772352766)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Vereniging Cliëntenbelang Amsterdam";"Plantage Middenlaan";"14";"1018DD";"Amsterdam";"020 752 5100";"020 752 5101";"http://www.clientenbelangamsterdam.nl";"info@clientenbelangamsterdam.nl"
"Visio Amsterdam";"visio_amsterdam";"1";"281";"";"0000-00-00 00:00:00";"Hettenheuvelweg 41";"1101BM";"";"POINT(4.94355195031981 52.3062615095031)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Visio Amsterdam";"Hettenheuvelweg";"41";"1101BM";"Amsterdam";"088 585 5700";"";"http://www.visio.org";"amsterdam@visio.org"
"Visio Amsterdam";"visio_amsterdam_1";"1";"281";"";"0000-00-00 00:00:00";"Slotermeerlaan 103";"1063JN";"";"POINT(4.81991666740395 52.3786961907812)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Visio Amsterdam";"Slotermeerlaan";"103";"1063JN";"Amsterdam";"088 585 5700";"";"http://www.visio.org";"amsterdam@visio.org"
"Voorzorg GGD";"voorzorg_ggd_1";"1";"281";"";"0000-00-00 00:00:00";"Nieuwe Achtergracht 100";"1018WT";"";"POINT(4.90900287705508 52.3625251245642)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Voorzorg GGD";"Nieuwe Achtergracht";"100";"1018WT";"Amsterdam";"020 555 5704";"";"http://www.ggd.amsterdam.nl/";"JGZsecretariaat@ggd.amsterdam.nl"
"VTO-Vroeghulp";"vto_vroeghulp_4";"1";"281";"";"0000-00-00 00:00:00";"Nieuwe Achtergracht 100";"1018WT";"";"POINT(4.90900287705508 52.3625251245642)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"VTO-Vroeghulp";"Nieuwe Achtergracht";"100";"1018WT";"Amsterdam";"020 555 5244";"020 555 5570";"http://www.vtovroeghulp.nl";"info@vtovroeghulp.nl"
"Vu Medisch Centrum, afdeling Audiologie";"vu_medisch_centrum_afdeling_audiologie";"1";"281";"";"0000-00-00 00:00:00";"De Boelelaan 1118";"1081HZ";"";"POINT(4.85975845118472 52.3356941874319)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Vu Medisch Centrum, afdeling Audiologie";"De Boelelaan";"1118";"1081HZ";"Amsterdam";"020 444 0969";"";"http://www.ac-vumc.nl";"audiologie@vumc.nl"
"Werk en Dagbesteding Zij aan Zij";"werk_en_dagbesteding_zij_aan_zij_1";"1";"281";"";"0000-00-00 00:00:00";"Meerhuizenplein 4";"1078TC";"";"POINT(4.90805653951763 52.3481948544128)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Werk en Dagbesteding Zij aan Zij";"Meerhuizenplein";"4";"1078TC";"Amsterdam";"020 627 4742";"";"http://www.zij-aan-zij.nl";""
"Werkpad, arbeids(re)integratie voor visueel, auditief of communicatief beperkten";"werkpad_arbeids_re_integratie_voor_visueel_auditief_of_communicatief_beperkten_2";"1";"281";"";"0000-00-00 00:00:00";"Osdorper Ban 1";"1068LD";"";"POINT(4.80404678195825 52.3625849157315)";"";"Amsterdam";"";"";"";"";"";"";"0";"2016-04-29 13:12:47";"2016-04-29 13:12:47";"0000-00-00 00:00:00";"zorg voor mensen met een beperking";"Werkpad, arbeids(re)integratie voor visueel, auditief of communicatief beperkten";"Osdorper Ban";"1";"1068LD";"Amsterdam";"020 346 7040";"020 346 7042";"http://www.werkpad.nl";""
